"University","Title","Abstract","Relevance Score","Publication URL","Coordinates"
"""UCL""","""Iris Publication""","""http://discovery.ucl.ac.uk/1535828/\nAbstract\nOver 100 million cargo containers that are declared empty on their manifests are transported globally each year. Human operators can confirm if each is truly empty by physical inspection or by examination of an X-ray image. However, the huge number transported means that confirmation is far from complete. Thus, empty containers offer an opportunity for criminals to smuggle contraband. We report an algorithm for automatically detecting loads in cargo containers from transmission X-ray images. Detection without generation of excessive false positives is complicated by the fabric of the container, container variation, damage, and detritus. The algorithm detects 99.3% of loads in stream-of-commerce date while raising false alarms on 0.7% of actually empty containers. On challenging data, created by image synthesis, we are able to achieve 90% detection of loads with the same size and attenuation as a 1.5 kg cube of cocaine or 1 L of water, while triggering fewer than 1-in-605 or 1-in-197 false alarms respectively, on truly empty containers. The algorithm analyses each small window of the image separately, and detects loads within the window by random forest classification of texture features together with the window coordinates.\nPublication data is maintained in RPS. Visit https://rps.ucl.ac.uk\n› More search options\n""","1.0","""http://iris.ucl.ac.uk/iris/publication/1201296/7""",
"""Queen's_University_Belfast""","""Unit commitment considering multiple charging and discharging scenarios of plug-in electric vehicles - Queen's University Belfast Research Portal - Research Directory & Institutional Repository for QUB""","""Search the University\nSearch\nYour country has been set to: United Kingdom. If you would like to change this, please choose your country from here .\nResearch\n""","1.0","""http://pure.qub.ac.uk/portal/en/publications/unit-commitment-considering-multiple-charging-and-discharging-scenarios-of-plugin-electric-vehicles(83c3fea1-baa9-483a-b6d9-b63fd3bc0aa3).html""","[-5.934759,54.583863]"
"""Queen's_University_Belfast""","""State-of the art in electric vehicles charging infrastructure - Queen's University Belfast Research Portal - Research Directory & Institutional Repository for QUB""","""State-of the art in electric vehicles charging infrastructure\nResearch output: Contribution to conference › Paper\nPublished\nView graph of relations\nThe international introduction of electric vehicles (EVs) will see a change in private passenger car usage, operation and management. There are many stakeholders, but currently it appears that the automotive industry is focused on EV manufacture, governments and policy makers have highlighted the potential environmental and job creation opportunities while the electricity sector is preparing for an additional electrical load on the grid system. If the deployment of EVs is to be successful the introduction of international EV standards, universal charging hardware infrastructure, associated universal peripherals and user-friendly software on public and private property is necessary. The focus of this paper is to establish the state-of-the-art in EV charging infrastructure, which includes a review of existing and proposed international standards, best practice and guidelines under consideration or recommendation.\nDOI\n""","1.0","""http://pure.qub.ac.uk/portal/en/publications/stateof-the-art-in-electric-vehicles-charging-infrastructure(06cfebef-0bab-499d-ae85-ed03b9253a97).html""","[-5.934759,54.583863]"
"""UCL""","""Iris Publication""","""http://discovery.ucl.ac.uk/1557733/\nAbstract\nWe train a generator by maximum likelihood and we also train the same generator architecture by Wasserstein GAN. We then compare the generated samples, exact log-probability densities and approximate Wasserstein distances. We show that an independent critic trained to approximate Wasserstein distance between the validation set and the generator distribution helps detect overfitting. Finally, we use ideas from the one-shot learning literature to develop a novel fast learning critic.\nPublication data is maintained in RPS. Visit https://rps.ucl.ac.uk\n› More search options\n""","1.0","""http://iris.ucl.ac.uk/iris/publication/1296276/5""",
"""Cranfield_University""","""Power and Energy Management of a Dual-Energy Source Electric Vehicle - Policy Implementation Issues - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\n""","1.0","""http://ieeexplore.ieee.org/document/4778030/""","[-0.629225,52.074389]"
"""UCL""","""Iris Publication""","""http://discovery.ucl.ac.uk/1368323/\nAbstract\nHumans spend, on average, a constant fraction of their time and expenditure on travel. These and a few other constraints allow a new model for projecting regional and world travel, which we use to develop a scenario for carbon emissions from passenger transport. Globally, carbon emissions rise from 0.8 GtC in 1990 to 2.7 GtC in 2050. In every industrialized region aircraft and high-speed trains become the dominant mode; unable to satisfy the rising demand for mobility within a fixed travel time budget, automobile travel declines by 2050. Passenger transport carbon emissions stabilize by 2020 without any further policy intervention. But in developing countries automobile travel is still rising and becomes the dominant source of carbon dioxide from passenger transport. Fear of global warming may require stabilization of these emissions by mid-century. We show that without some action to accelerate an improvement in energy efficiency starting in the next decade, the goal of stabilization is a technically impossible task, unless zero-carbon technologies become available.\nPublication data is maintained in RPS. Visit https://rps.ucl.ac.uk\n› More search options\n""","0.01835518","""http://iris.ucl.ac.uk/iris/publication/782425/7""",
"""Brunel_University_London""","""Brunel University Research Archive: Robust automated servicing of passenger train fluids""","""Robust automated servicing of passenger train fluids\nAuthors: \n2017\nAbstract: \nTo meet increased capacity demands of passengers in the rail industry, a robotic and autonomous system that services the fluids on passenger rail vehicles was proposed. A hierarchical task analysis of fluid servicing processes was conducted and human and system errors were highlighted. This information, along with opinions of technical managers and staff were inputted into a quality function deployment matrix to make a design specification; from this specification two concepts were proposed. Both concepts are viable but modification to rail vehicles is required. A proof of concept will next be developed to begin a path to a commercial product.\nURI: \n""","1.0","""http://bura.brunel.ac.uk/handle/2438/14008""","[-0.472855,51.532848]"
"""Cranfield_University""","""Modelling the cost of railway asset renewal projects using pairwise comparisonsProceedings of the Institution of Mechanical Engineers, Part F: Journal of Rail and Rapid Transit - D J Ling, R Roy, E Shehab, J Jaiswal, J Stretch, 2006""","""Esveld, C. Modern railway track, 2nd edition 2001 (MRT-Productions, Zal+Bommel, Netherlands). Google Scholar\n14.\nVatn, J. A life cycle cost model for prioritisation of track maintenance and renewal. In Innovations for a cost effective railway track (Promain Progress in Maintenance and Management of Railway Infrastructure), November 2002, pp. 20–25 ( http://promain.server.de ). Google Scholar\n15.\nSchlickman, T. Life cycle costs - a concept for railway infrastructure maintenance and use. In Innovations for a cost effective railway track, 2002, pp. 3–4. Google Scholar\n16.\nRush, C., Roy, R. Expert judgement in cost estimating: Modelling the reasoning process Concurrent Engineering: Research and Applications J., 2001, 9 (4), 271–284. Google Scholar , Link\n17.\nRoy, R., Forsberg, S., Kelvesjo, S., Rush, C. Quantitative and qualitative cost estimating for engineering design J. Eng. Des., 2001, 12 (2), 147–162. Google Scholar , Crossref\n18.\nRoess, R., Huss, M., Kwicklis, C. Operating and maintenance costs for rail rapid transit Transport. Eng. J., 1997, 123 (6), 421–439. Google Scholar\n19.\nLing, D., Roy, R., Shehab, E., Jaiswal, J. Railway asset maintenance and renewal cost estimation: challenges and the future. Joint ISPA SCEA International Conference, Denver, Colorado, June 14th-17th 2005 (CD-Rom). Google Scholar\n20.\nLing, D., Roy, R., Taratoukhine, V. Cost engineering for UK track maintenance and renewal. 4th World Congress on Cost Engineering, Project Managment, and Quantity Surveying, 2004, (International Cost Engineering Council, Cape Town, South Africa). Google Scholar\n21.\nCope, D., Ellis, J. British railway track switch and crossing maintenance, 2002, ST3–7FE (The Permanent Way Institution, 11 Garaway Place, Meir Park, Stoke on Trent UK). Google Scholar\n22.\nSaaty, T. An exposition of the AHP in reply to the paper remarks on the analytic hierarchy process Manage. Sci., 1990, 36 (3), 259, 10. Google Scholar , Crossref\n23.\nBhushan, N., Rai, K. Strategic decision making, applying the analytic hierarchy process, 2004 (Springer). Google Scholar\n24.\nSheppard, M., Cartwright, M. Predicting with sparse data IEEE Trans. Softw. Eng., 2001, 27 (11), 987–998. Google Scholar , Crossref\n25.\nNonaka, I. N. Konno The concept of ‘ba’: Building a foundation for knowledge creation Calif. Manage. Rev., 1998, 40(3), 40–55. Google Scholar , Link\n26.\nWilliams, C., Crawford, G. Analysis of subjective judgement matrices, 1980, p. 47 (United States Airforce). Google Scholar\n27.\nTriantaphyllou, E. Two new cases of rank reversals when the AHP and some of its additive variants are used that do not occur with the multiplicative AHP J. Multi Criteria Decis. Anal., 2001, 10, 11–25. Google Scholar , Crossref\n28.\nMiranda, E. Improving subjective estimates using paired comparisons IEEE Softw., 2001, 18 (1), 87–91. Google Scholar , Crossref\n29.\nMiranda, E. An evaluation of the paired comparisons method for software sizing. 22nd International Conference on Software Engineering, Limerick, Ireland, 2000, pp. 597–604. Google Scholar\n""","1.0","""http://journals.sagepub.com/doi/10.1243/09544097JRRT31""","[-0.629225,52.074389]"
"""Cranfield_University""","""Evaluation of optimal yaw rate reference for electric vehicle torque vectoring | Advanced Vehicle Control AVEC’16""","""Advanced Vehicle Control AVEC’16\nEvaluation of optimal yaw rate reference for electric vehicle torque vectoring\nE.N. Smith, E. Velenis, D. Cao and D. Tavernini\nCitation Information\nAdvanced Vehicle Control AVEC’16\nProceedings of the 13th International Symposium on Advanced Vehicle Control (AVEC’ 16), Munich, Germany, 13–16 September 2016\nEdited by JohannesEdelmann, ManfredPlöchl and Peter E.Pfeffer\nCRC Press/Balkema, P.O. Box 11320, 2301 EH Leiden, The Netherlands, e-mail: Pub.NL@taylorandfrancis.com, www.crcpress.com – www.taylorandfrancis.com Crc Press 2016\nPages 619–624\n""","1.0","""http://www.crcnetbase.com/doi/10.1201/9781315265285-98""","[-0.629225,52.074389]"
"""Aston_University""","""Split converter-fed SRM drive for flexible charging in EV/HEV applications - Research Explorer : Aston University""","""Split converter-fed SRM drive for flexible charging in EV/HEV applications\nResearch output: Contribution to journal › Article\nEngineering & Applied Science\nAbstract\nElectric vehicles (EVs) and hybrid EVs are the way forward for green transportation and for establishing low-carbon economy. This paper presents a split converter-fed four-phase switched reluctance motor (SRM) drive to realize flexible integrated charging functions (dc and ac sources). The machine is featured with a central-tapped winding node, eight stator slots, and six rotor poles (8/6). In the driving mode, the developed topology has the same characteristics as the traditional asymmetric bridge topology but better fault tolerance. The proposed system supports battery energy balance and on-board dc and ac charging. When connecting with an ac power grid, the proposed topology has a merit of the multilevel converter; the charging current control can be achieved by the improved hysteresis control. The energy flow between the two batteries is balanced by the hysteresis control based on their state-of-charge conditions. Simulation results in MATLAB/Simulink and experiments on a 150-W prototype SRM validate the effectiveness of the proposed technologies, which may provide a solution to EV charging issues associated with significant infrastructure requirements.\nDocuments\nSplit converter-fed SRM drive for flexible charging in EVHEV applications\nRights statement: © 2015 IEEE. Personal use of this material is permitted. Permission from IEEE must be obtained for all other uses, in any current or future media, including reprinting/republishing this material for advertising or promotional purposes, creating new collective works, for resale or redistribution to servers or lists, or reuse of any copyrighted component of this work in other works.\nAccepted author manuscript, 1 MB, PDF-document\nDetails\n""","1.0","""https://research.aston.ac.uk/portal/en/researchoutput/split-converterfed-srm-drive-for-flexible-charging-in-evhev-applications(6cac1f54-83fe-42b1-af7c-2afacc5cf2ac).html""","[-1.888803,52.487018]"
