"University","Title","Abstract","Relevance Score","Publication URL","Coordinates"
"""Imperial_College_London""","""Energy Efficient Medium Access Protocol for Wireless Medical Body Area Sensor Networks - IEEE Journals & Magazine""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/4668460/""","[-0.178219,51.500505]"
"""Aston_University""","""Radio range adjustment for energy efficient wireless sensor networks - Research Explorer : Aston University""","""Radio range adjustment for energy efficient wireless sensor networks\nResearch output: Contribution to journal › Article\nAdaptive Communications Networks Research Group\nAbstract\nIn wireless ad hoc sensor networks, energy use is in many cases the most important constraint since it corresponds directly to operational lifetime. Topology management schemes such as GAF put the redundant nodes for routing to sleep in order to save the energy. The radio range will affect the number of neighbouring nodes, which collaborate to forward data to a base station or sink. In this paper we study a simple linear network and deduce the relationship between optimal radio range and traffic. We find that half of the power can be saved if the radio range is adjusted appropriately compared with the best case where equal radio ranges are used.\n""","1.0","""https://research.aston.ac.uk/portal/en/researchoutput/radio-range-adjustment-for-energy-efficient-wireless-sensor-networks(59f4e136-bf22-4158-a90f-fa672548ac42).html""","[-1.888803,52.487018]"
"""Imperial_College_London""","""A lightweight policy system for body sensor networks - IEEE Journals & Magazine""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/5374835/""","[-0.178219,51.500505]"
"""University_of_Glasgow""","""Profiling Spatial and Temporal Behaviour in Sensor Networks: a Case Study in Energy Monitoring  - Enlighten: Publications""","""Enlighten: Publications\nIn this section\nProfiling Spatial and Temporal Behaviour in Sensor Networks: a Case Study in Energy Monitoring\nRashidi, L., Rajasegarar, S., Leckie, C., Nati, M., Gluhak, A., Imran, M. A. and Palaniswami, M. (2014)     Profiling Spatial and Temporal Behaviour in Sensor Networks: a Case Study in Energy Monitoring.            In: 2014 IEEE Ninth International Conference on Intelligent Sensors, Sensor Networks and Information Processing (ISSNIP), Singapore, 21-24 Apr 2014,           ISBN 9781479928439 (doi: 10.1109/ISSNIP.2014.6827606 )\nPreview\n1MB\nAbstract\nWireless sensor networks (WSNs) provide a cost-effective platform for monitoring phenomena of interest at fine spatial and temporal resolutions. In this paper, we consider the application of monitoring power usage in an office environment at the resolution of individual users. A key challenge in this context is how to extract meaningful profiles of user behaviour in the large volume of monitoring data collected by the WSN. To manage the complexity of learning such profiles in this context, we propose a query based model for profiling. This query based model provides the ability to characterize the spatial and temporal occurrences of the power usage patterns of interest. We demonstrate the effectiveness of our query-based profiling model for finding relevant electricity usage patterns in a real life data set of power measurements collected by a WSN deployment in an office environment. To the best of our knowledge, this is the first time such a case study has been made on analysing the power usage of users at such a fine scale in an office environment.\nItem Type:\n""","1.0","""http://eprints.gla.ac.uk/136578/""","[-4.28836,55.871751]"
"""University_of_Surrey""","""On Searching the Internet of Things: Requirements and Challenges - IEEE Journals & Magazine""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2017 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\n""","2.5400085","""http://ieeexplore.ieee.org/document/7742299/""","[-0.589514,51.242722]"
"""Imperial_College_London""","""Efficiency-Aware: Maximizing Energy Utilization for Sensor Nodes Using Photovoltaic-Supercapacitor Energy SystemsInternational Journal of Distributed Sensor Networks - Zheng Liu, Xinyu Yang, Shusen Yang, Julie McCann, 2013""","""Section:\n1.\nKansal, A., Hsu, J., Srivastava, M., Raqhunathan, V.Harvesting aware power management for sensor networksProceedings of the 2006 43rd ACM/IEEE Design Automation ConferenceSeptember 2006651656 Google Scholar\n2.\nPark, C., Chou, P. H.AmbiMax: autonomous energy harvesting platform for multi-supply wireless sensor nodes1Proceedings of the 3rd Annual IEEE Communications Society on Sensor and Ad hoc Communications and Networks (SECON '06)September 20061681772-s2.0-4384908732810.1109/SAHCN.2006.288421 Google Scholar , Crossref\n3.\nWang, W. S., O'Donnell, T., Wang, N., Hayes, M., O'Flynn, B., O'Mathuna, C.Design considerations of sub-mw indoor light energy harvesting for wireless sensor systemsACM Journal on Emerging Technologies in Computing Systems200866216 Google Scholar\n4.\nZhu, T., Zhong, Z., Gu, Y., He, T., Zhang, Z. L.Leakage-aware energy synchronization for wireless sensor networksProceedings of the 7th ACM International Conference on Mobile Systems, Applications, and Services (MobiSys '09)June 2009Kraków, PolandACM3193322-s2.0-7045023999510.1145/1555816.1555849 Google Scholar , Crossref\n5.\nChallen, G. W., Waterman, J., Welsh, M.Poster abstract: integrated distributed energy awareness for wireless sensor networksProceedings of the 7th ACM Conference on Embedded Networked Sensor Systems (SenSys '09)November 2009Berkeley, Calif, USAACM3813822-s2.0-7454915518510.1145/1644038.1644112 Google Scholar , Crossref\n6.\nFan, K.-W., Zheng, Z., Sinha, P.Steady and fair rate allocation for rechargeable sensors in perpetual sensor networksProceedings of the 6th ACM Conference on Embedded Network Sensor Systems (SenSys '08)November 2008Raleigh, NC, USAACM239252 Google Scholar\n7.\nGorlatova, M., Wallwater, A., Zussman, G.Networking low-power energy harvesting devices: measurements and algorithmsProceedings of the IEEE International Conference on Computer Communications (INFOCOM '11)April 2011160216102-s2.0-7996059701810.1109/INFCOM.2011.5934952 Google Scholar , Crossref\n8.\nHuang, L., Neely, M. J.Utility optimal scheduling in energy harvesting networksProceedings of the 12th ACM International Symposium on Mobile Ad Hoc Networking and Computing (MobiHoc '11)May 2011Paris, FranceACM21 Google Scholar\n9.\nPaschalidis, I. C., Wu, R.Robust maximum lifetime routing and energy allocation in wireless sensor networks201220121452378710.1155/2012/523787 Google Scholar , Link\n10.\nAlippi, C., Galperti, C.An adaptive system for opimal solar energy harvesting in wireless sensor network nodesIEEE Transactions on Circuits and Systems I2008556174217502-s2.0-5384910994010.1109/TCSI.2008.922023 Google Scholar , Crossref\n11.\nBrunelli, D., Benini, L., Moser, C., Thiele, L.An efficient solar energy harvester for wireless sensor nodesProceedings of the Design, Automation and Test in Europe Conference (DATE '08)March 2008Munich, Germany1041092-s2.0-4974908551110.1109/DATE.2008.4484670 Google Scholar , Crossref\n12.\nDondi, D., Bertacchini, A., Brunelli, D., Larcher, L., Benini, L.Modeling and optimization of a solar energy harvester system for self-powered wireless sensor networksIEEE Transactions on Industrial Electronics2008557275927662-s2.0-4704913141310.1109/TIE.2008.924449 Google Scholar , Crossref\n13.\nKim, Y., Chang, N., Wang, Y., Pedram, M.Maximum power transfer tracking for a photovoltaic-supercapacitor energy systemProceedings of the 16th ACM/IEEE International Symposium on Low-Power Electronics and Design (ISLPED '10)August 20103073122-s2.0-7795795703510.1145/1840845.1840909 Google Scholar , Crossref\n14.\nRaghunathan, V., Kansal, A., Hsu, J., Friedman, J., Srivastava, M.Design considerations for solar energy harvesting wireless embedded systemsProceedings of the 4th International Symposium on Information Processing in Sensor Networks (IPSN '05)April 20054574622-s2.0-3364692651910.1109/IPSN.2005.1440973 Google Scholar , Crossref\n15.\nCox, D. R.Prediction by exponentially weighted moving averages and related methodsJournal of the Royal Statistical Society B1961232414422 Google Scholar\n16.\nBergonzini, C., Brunelli, D., Benini, L.Comparison of energy intake prediction algorithms for systems powered by photovoltaic harvestersMicroelectronics Journal201041117667772-s2.0-7795774900110.1016/j.mejo.2010.05.003 Google Scholar , Crossref\n17.\nKiranmai, K. S. P., Veerachary, M.Maximum power point tracking: a PSPICE circuit simulator approach2Proceedings of the 6th International Conference on Power Electronics and Drive Systems (PEDS '05)December 2005107210772-s2.0-33847308255 Google Scholar\n18.\nKansal, A., Hsu, J., Zahedi, S., Srivastava, M. B.Power management in energy harvesting sensor networksACM Transactions on Embedded Computing Systems200764, article 32 Google Scholar\n19.\nChoi, Y., Chang, N., Kim, T.DC-DC converter-aware power management for low-power embedded systemsIEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems2007268136713812-s2.0-3454717213710.1109/TCAD.2007.890837 Google Scholar , Crossref\n20.\n""","1.0","""http://journals.sagepub.com/doi/10.1155/2013/627963""","[-0.178219,51.500505]"
"""University_of_Liverpool""","""New Models for Population Protocols | Synthesis Lectures on Distributed Computing Theory""","""New Models for Population Protocols\nFebruary 2011,             156 pages, ( https://doi.org/10.2200/S00328ED1V01Y201101DCT006 )\nOthon Michail​‌\nResearch Academic Computer Technology Institute (CTI)\nIoannis Chatzigiannakis​‌\nResearch Academic Computer Technology Institute (CTI)\nPaul G. Spirakis​‌\nResearch Academic Computer Technology Institute (CTI)\nAbstract\nWireless sensor networks are about to be part of everyday life. Homes and workplaces capable of self-controlling and adapting air-conditioning for different temperature and humidity levels, sleepless forests ready to detect and react in case of a fire, vehicles able to avoid sudden obstacles or possibly able to self-organize routes to avoid congestion, and so on, will probably be commonplace in the very near future. Mobility plays a central role in such systems and so does passive mobility, that is, mobility of the network stemming from the environment itself. The population protocol model was an intellectual invention aiming to describe such systems in a minimalistic and analysis-friendly way. Having as a starting-point the inherent limitations but also the fundamental establishments of the population protocol model, we try in this monograph to present some realistic and practical enhancements that give birth to some new and surprisingly powerful (for these kind of systems) computational models.\nTable of Contents: Population Protocols / The Computational Power of Population Protocols / Enhancing the model / Mediated Population Protocols and Symmetry / Passively Mobile Machines that Use Restricted Space / Conclusions and Open Research Directions / Acronyms / Authors' Biographies\n""","1.0","""http://www.morganclaypool.com/doi/abs/10.2200/S00328ED1V01Y201101DCT006""","[-2.96826,53.408471]"
"""Brunel_University_London""","""Distributed Filtering for Switched Nonlinear Positive Systems With Missing Measurements Over Sensor Networks - IEEE Journals & Magazine""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/7456198/""","[-0.472855,51.532848]"
"""Brunel_University_London""","""Brunel University Research Archive: Network Performance Evaluation of M2M With Self Organising Cluster Head to Sink Mapping""","""Network Performance Evaluation of M2M With Self Organising Cluster Head to Sink Mapping\nAuthors: \nIEEE Sensors Journal, 2017\nAbstract: \nIn this paper, a machine-to-machine (M2M) networks is arranged hierarchically to support an energy-efficient routing protocol for data transmission from terminal nodes to a sink node via cluster heads in a Wireless Sensor Network (WSN). Network congestion caused by heavy M2M traffic is tackled using load balancing solutions to maintain high levels of network performance. Firstly, a Multilevel Clustering Multiple Sinks (MLCMS) with IPv6 protocol over Low Wireless Personal Area Networks (6LoWPAN) is promoted to prolong network lifetime. Secondly, enhanced network performance is achieved through linear integer-based optimisation. A Self-Organising Cluster Head to Sink Algorithm (SOCHSA) is proposed, hosting Discrete Particle Swarm Optimisation (DPSO) and Genetic Algorithm (GA) as Evolutionary Algorithms (EAs) to solve the network performance optimisation problem. Network Performance is measured based on Key Performance Indicators (KPIs) for load fairness and average residual network energy. The SOCHSA algorithm is tested by two benchmark problems with two and three sinks. DPSO and GA are compared with the Exhaustive Search (ES) algorithm to analyse their performances for each benchmark problem. Both algorithms achieve optimum network performance evaluation values of 108.059 and 108.1686 in the benchmark problems P1 and P2, respectively. Using three sinks under the same simulation settings, the average residual energy is improved by 2% when compared to two sinks. Computational results prove that DPSO outperforms GA regarding complexity and convergence, thus being best suited for a proactive Internet of Things (IoT) network. The proposed mechanism satisfies different network performance requirements of M2M traffic by instant identification and dynamic rerouting.\nURI: \n""","1.0","""http://bura.brunel.ac.uk/handle/2438/14580""","[-0.472855,51.532848]"
"""Imperial_College_London""","""MAC Essentials for Wireless Sensor Networks - IEEE Journals & Magazine""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/5451759/""","[-0.178219,51.500505]"
"""Brunel_University_London""","""Distributed Consensus Filtering in Sensor Networks - IEEE Journals & Magazine""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/4926199/""","[-0.472855,51.532848]"
"""Cranfield_University""","""A Neural Network Model to Minimize the Connected Dominating Set for Self-Configuration of Wireless Sensor Networks - IEEE Journals & Magazine""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/4840489/""","[-0.629225,52.074389]"
"""The_University_of_Edinburgh""","""Three questions about the Internet of things and children - Edinburgh Research Explorer""","""Three questions about the Internet of things and children\nThree questions about the Internet of things and children\nResearch output: Contribution to journal › Article\nExport citation\nRights statement: The final publication is available at Springer via http://dx.doi.org/10.1007/s11528-014-0824-8\nAccepted author manuscript, 2 MB, PDF-document\nPublished - 1 Jan 2015\nAbstract\nChildren’s interaction with technology is evolving; increasingly there are devices that can capture and respond seamlessly to their everyday activity. This raises pertinent questions such as: how these technologies shape children’s activity; how the data from their activity is used, and to what extent children, and their parents, are cognisant of the technology. This paper examines these questions in light of an emerging technology, the Internet of Things (IoT), by drawing upon three investigations (deskbased, home context, school context) into two commercially successful IoT designs (Skylanders and Disney Infinity). Whilst these particular games are limited in what activity they capture, the research illustrates how the digitalisation of everyday objects (toys) can influence both attitudes and behaviour, and generate potentially revealing data about children’s everyday activity; yet with little reflection from parents or children. Encouragingly, the research also showed children’s potential, with support, not just to understand, but design with this technology.\n""","2.5400085","""http://www.research.ed.ac.uk/portal/en/publications/three-questions-about-the-internet-of-things-and-children(86a0ba29-04dd-447e-8a16-b88063f84a7b).html""","[-3.187347,55.947691]"
"""Imperial_College_London""","""Security Protocols for Use with Wireless Sensor Networks: A Survey of Security Architectures - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/4138160/""","[-0.178219,51.500505]"
"""Brunel_University_London""","""Brunel University Research Archive: IoT Traffic Management and Integration in the QoS Supported Network""","""IoT Traffic Management and Integration in the QoS Supported Network\nAuthors: \nIEEE Internet of Things Journal, 20 (4), (2018)\nAbstract: \nThis paper proposes: (i) a traffic flow management policy, which allocates and organises Machine Type Communication (MTC) traffic flows network resources sharing within Evolved Packet System (EPS), (ii) an access element as a Wireless Sensor Network (WSN) gateway for providing an overlaying access channel between the Machine Type Devices (MTDs) and EPS and (iii) it addresses the effect and interaction in the heterogeneity of applications, services and terminal devices and the related Quality of Service (QoS) issues among them. This work overcomes the problems of network resource starvation by preventing deterioration of network performance. The scheme is validated through simulation, which indicates the proposed traffic flow management policy outperforms the current traffic management policy. Specifically, simulation results show that the proposed model achieves an enhancement in QoS performance for the MTC traffic flows, including a decrease of 99.45% in Packet Loss Ratio (PLR), a decrease of 99.89% in packet End To End (E2E) delay, a decrease of 99.21% in Packet Delay Variation (PDV). Furthermore, it retains the perceived Quality of Experience (QoE) of the real time application users within high satisfaction levels, such as the VoLTE service possessing a Mean Opinion Score (MOS) of 4.349 and enhancing the QoS of a video conference service within the standardised values of a 3GPP body, with a decrease of 85.28% in PLR, a decrease of 85% in packet E2E delay and a decrease of 88.5% in PDV.\nURI: \n""","1.0","""http://bura.brunel.ac.uk/handle/2438/15432""","[-0.472855,51.532848]"
"""Cranfield_University""","""Task-oriented Distributed Information Fusion in Wireless Sensor Networks - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\nIEEE Account\n""","1.0","""http://ieeexplore.ieee.org/document/6305801/""","[-0.629225,52.074389]"
"""University_College_London""","""On the effects of node mobility on energy efficiency and delay sensitive applications in underwater sensor network - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2017 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\n""","1.0","""http://ieeexplore.ieee.org/document/6003567/""","[-0.133363,51.525635]"
"""University_of_Hertfordshire""","""An evaluation of break-the-glass access control model for medical data in wireless sensor networks - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2017 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\n""","1.0","""http://ieeexplore.ieee.org/document/7001829/""","[-0.242173,51.752877]"
"""University_of_Surrey""","""A Comprehensive Ontology for Knowledge Representation in the Internet of Things - IEEE Conference Publication""","""Privacy & Opting Out of Cookies\nA not-for-profit organization, IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.\n© Copyright 2018 IEEE - All rights reserved. Use of this web site signifies your agreement to the terms and conditions.\n""","1.6039623","""http://ieeexplore.ieee.org/document/6296201/""","[-0.589514,51.242722]"
"""Imperial_College_London""","""Generating reliable quality of information (QoI) metrics for target tracking""","""Generating reliable quality of information (QoI) metrics for target tracking\nChung Huat J. Tan , Duncan F. Gillies\nImperial College London (United Kingdom)\nFull access may be available with your subscription\n \nRemember Email/Username on this computer\nRemember Password\n50 downloads per 1-year subscription\nMembers: $195\n25 downloads per 1 - year subscription\nMembers: $145\nIncludes PDF, HTML & Video, when available\nMembers: $14.40\nThis will count as one of your downloads.\nYou will have access to both the presentation and article (if available).\nThis content is available for download via your institution's subscription. To access this item, please sign in to your personal account.\n \nRemember Email/Username on this computer\nRemember Password\nNo SPIE account? Create an account\nMy Library\nYou currently do not have any folders to save your paper to! Create a new folder below.\nCreate New Folder\nSAVE\nAbstract\nRecently considerable research has been undertaken into estimating the quality of information (QoI) delivered by military sensor networks. QoI essentially estimates the probability that the information available from the network is correct. Knowledge of the QoI would clearly be of great use to decision makers using a network. An important class of sensors, that provide inputs to networks in real-life, are concerned with target tracking. Assessing the tracking performance of these sensors is an essential component in estimating the QoI of the whole network. We have investigated three potential QoI metrics for estimating the dynamic target tracking performance of systems based on some state estimation algorithms. We have tested them on different scenarios with varying degrees of tracking difficulty. We performed experiments on simulated data so that we have a ground truth against which to assess the performance of each metric. Our measure of ground truth is the Euclidean distance between the estimated position and the true position. Recently researchers have suggested using the entropy of the covariance matrix as a metric of QoI [1][2]. Two of our metrics were based on this approach, the first being the entropy of the co-variance matrix relative to an ideal distribution, and the second is the information gain at each update of the covariance matrix. The third metric was calculated by smoothing the residual likelihood value at each new measurement point, similar to the model update likelihood function in an IMM filter. Our experiment results show that reliable QoI metrics cannot be formulated by using solely the covariance matrices. In other words it is possible that a covariance matrix can have high information content, while the position estimate is wrong. On the other hand the smoothed residual likelihood does correlate well with tracking performance, and can be measured without knowledge of the true target position.\n© (2009) COPYRIGHT Society of Photo-Optical Instrumentation Engineers (SPIE). Downloading of the abstract is permitted for personal use only.\nCitation\n""","1.0","""https://www.spiedigitallibrary.org/conference-proceedings-of-spie/7336/1/Generating-reliable-quality-of-information-QoI-metrics-for-target-tracking/10.1117/12.817315.short""","[-0.178219,51.500505]"
